pmt_term,home_type,revolving_balance,total_inquires,total_account,grade,subgrade,debt_income_ratio,total_delinquency,application_type,loan_status
58,1,2253,0,7,6,23,16.95541195,0,0,0
59,1,7719,0,20,7,16,28.22735864,0,0,0
59,1,3021,0,8,4,27,19.52372306,0,0,0
59,0,1008,0,20,7,13,23.38069982,0,0,0
59,1,3689,0,28,7,28,11.30309804,1,0,0
59,1,5889,1,13,6,27,15.21476859,1,0,0
59,1,28410,0,14,5,22,19.82738423,0,0,0
58,2,3749,0,20,4,29,34.18580272,0,0,0
36,1,8529,0,17,7,35,11.57,0,0,0
58,1,3972,0,17,5,22,19.73976541,0,0,0
58,1,11673,1,28,6,29,18.26487126,1,0,0
58,1,9072,0,20,4,29,9.531877533,0,0,0
59,0,2512,0,8,2,34,12.57973606,0,0,0
58,2,2119,0,45,4,24,17.77266844,1,0,0
36,0,48861,1,26,5,23,27.81,0,0,0
59,1,1044,2,49,6,17,10.0052099,0,0,0
59,0,2679,0,14,5,21,22.67793786,1,0,0
59,1,19268,0,20,5,23,12.53100798,0,0,0
59,1,9522,0,17,6,31,18.14749229,0,0,0
58,0,1012,0,27,5,34,7.40909546,1,0,0
58,1,12482,0,17,5,27,17.09985718,0,0,0
59,0,187,1,23,6,25,26.99201386,0,0,0
59,0,4448,0,22,4,24,38.76042893,0,0,0
58,1,1726,0,7,7,31,37.99040913,0,0,0
59,0,7137,0,8,6,26,14.76443071,0,0,0
59,1,4840,0,18,5,16,15.22455235,0,0,0
59,0,4462,0,17,6,29,24.67228852,2,0,0
59,0,10399,0,19,5,19,9.597599883,0,0,0
59,0,1037,0,20,6,14,20.93945404,0,0,0
58,0,5917,0,39,5,12,34.46994664,0,0,0
59,1,1633,1,26,6,35,9.680903851,0,0,0
58,1,12,0,28,4,23,31.44937139,0,0,0
36,1,9746,1,20,7,35,15.24,0,0,0
59,2,1029,1,24,6,26,16.09840382,0,0,0
59,1,3968,0,6,6,26,23.37207775,0,0,0
59,0,3662,0,22,4,19,31.4280324,0,0,0
59,1,6475,0,8,5,27,21.32768498,0,0,0
58,1,8495,0,16,5,22,18.1969919,0,0,0
58,0,4461,0,12,6,28,20.80274826,0,0,0
58,0,11583,1,8,5,26,16.49340511,0,0,0
59,1,3877,0,9,4,6,9.307809237,0,0,0
59,1,20165,0,6,6,13,23.37276952,0,0,0
58,0,291,0,21,6,31,29.40148768,0,0,0
59,1,20203,0,37,7,32,27.26332154,0,0,0
58,0,5222,0,18,5,15,17.86749334,0,0,0
59,1,9766,0,21,5,15,5.589261463,1,0,0
58,0,4449,0,30,3,20,21.03877418,0,0,0
58,1,9199,1,10,6,25,31.54859043,0,0,0
60,0,10295,0,23,5,23,24.55,0,0,0
59,1,761,0,29,1,35,21.63850217,0,0,0
58,1,4514,0,11,5,17,19.2420338,0,0,0
58,0,33391,0,35,5,25,21.54607271,1,0,0
59,1,10352,1,20,4,21,35.79952048,1,0,0
59,0,1491,0,10,5,32,17.80301646,0,0,0
60,1,14144,1,37,4,16,18.69,0,0,0
59,0,12257,0,21,5,14,18.11247379,7,0,0
59,1,3370,0,12,6,28,21.85605792,0,0,0
59,1,1828,0,20,7,1,22.62912669,1,0,0
59,1,8656,0,15,4,35,16.13706834,1,0,0
59,1,1576,0,35,7,28,34.83562167,0,0,0
59,0,1566,1,19,4,35,10.98931238,1,0,0
36,1,9235,0,45,6,28,12.67,0,0,0
59,2,2811,0,15,5,29,34.92057004,0,0,0
58,1,37861,1,18,4,31,16.83605337,1,0,0
58,0,1869,0,15,5,27,7.406702467,0,0,0
58,1,21825,0,20,4,30,6.515178762,1,0,0
59,0,871,0,46,5,1,19.27673825,0,0,0
59,0,3977,0,25,4,24,11.82862889,0,0,0
58,1,1817,0,16,6,33,26.65653334,1,0,0
59,2,1169,0,23,3,31,18.37754566,0,0,0
59,1,4329,2,19,6,15,24.29277662,0,0,0
59,0,18493,0,12,7,31,18.81266814,0,0,0
59,1,9397,0,19,6,14,22.89022265,0,0,0
59,1,5717,0,21,5,20,38.97898775,0,0,0
59,0,12864,0,17,3,23,18.51166976,1,0,0
59,0,5759,0,12,5,8,15.78388939,0,0,0
59,0,11734,0,19,5,23,16.95521643,0,0,0
36,1,1878,0,23,4,24,16.23166235,0,0,0
59,1,13515,0,19,5,16,1.425369584,0,0,0
59,0,9271,0,24,6,16,18.32967648,0,0,0
60,1,43505,0,25,4,19,14.72,0,0,0
58,0,2106,0,16,5,16,18.87233232,0,0,0
59,0,7329,0,44,5,19,19.26565281,1,0,0
59,0,1543,1,5,6,16,19.37941658,1,0,0
59,1,8351,0,20,4,27,21.51560482,0,0,0
59,1,377,0,30,4,5,36.39341085,0,0,0
58,0,7118,0,4,4,25,18.10003461,0,0,0
59,2,3960,0,23,5,29,14.05685892,0,0,0
59,2,5198,0,7,6,23,38.24734342,0,0,0
59,0,4182,0,20,5,21,38.32813317,0,0,0
36,2,24386,1,53,5,24,31.13,0,0,0
59,0,2817,0,30,5,26,24.19329718,1,0,0
59,2,9703,0,15,7,30,16.73526707,0,0,0
58,2,2715,1,29,5,16,24.73482121,0,0,0
58,0,839,0,17,5,17,18.0435185,1,0,0
58,2,83,0,14,4,32,23.99341556,0,0,0
59,0,1012,0,24,7,18,17.29488352,2,0,0
59,0,10275,0,12,6,13,28.70408954,0,0,0
59,0,8616,0,18,7,34,26.68896371,0,0,0
59,1,48,0,17,6,34,22.45390894,1,0,0
58,1,8375,0,21,6,16,33.05763345,1,0,0
36,0,5521,2,39,5,22,32.98,0,0,0
58,1,8994,0,31,6,23,22.10206327,1,0,0
59,0,1695,0,18,5,20,10.99135326,0,0,0
58,1,263,0,8,7,20,25.70820735,0,0,0
36,0,5529,0,9,6,26,24.12,0,0,0
58,2,5660,0,26,7,30,23.29144875,0,0,0
58,0,19019,0,20,5,24,31.67511764,0,0,0
59,1,9280,0,18,6,20,29.60533069,0,0,0
59,0,15090,0,13,6,20,20.21530437,0,0,0
60,0,551,0,29,5,25,16.05655539,0,0,0
36,1,18079,0,18,7,32,36.33940368,0,0,0
58,1,521,0,22,7,29,21.1555103,0,0,0
59,1,14292,0,28,6,29,14.19249461,1,0,0
59,1,5542,1,13,6,26,35.5373357,0,0,0
59,1,3376,0,33,5,7,11.82512366,0,0,0
58,0,9621,0,19,7,28,15.79152293,0,0,0
59,0,17341,0,18,5,31,7.11816124,0,0,0
58,1,11326,0,8,4,27,33.99150701,0,0,0
59,1,6120,0,9,7,17,7.835262712,0,0,0
58,2,2663,0,25,1,19,35.37591465,0,0,0
59,1,12028,0,15,4,20,17.11531552,2,0,0
59,2,2857,0,7,5,20,17.94471168,0,0,0
59,1,2423,0,20,6,31,35.42322054,0,0,0
59,0,9865,0,18,6,14,37.23568733,0,0,0
59,0,1547,0,22,6,28,30.25506113,0,0,0
59,0,22983,0,13,5,25,25.07370777,0,0,0
59,1,12566,0,20,5,20,24.91702338,0,0,0
59,1,17805,1,24,5,17,38.19341606,0,0,0
58,1,138,0,27,5,24,14.43854943,0,0,0
59,1,20099,0,30,5,30,32.73178315,0,0,0
59,0,3654,0,10,2,3,24.76377487,3,0,0
58,0,638,0,8,3,24,35.88862341,0,0,0
59,0,10817,0,26,7,25,29.09763787,0,0,0
59,1,7184,2,5,7,27,12.08692272,0,0,0
59,1,16384,0,8,7,26,35.23639693,0,0,0
58,1,295,0,20,6,28,15.99805968,0,0,0
59,0,10397,0,21,6,24,17.7474789,0,0,0
59,0,4375,0,23,5,24,34.17003104,0,0,0
59,1,3203,0,23,5,33,21.98131081,0,0,0
60,2,35504,0,21,5,25,14.3,0,0,0
36,2,2549,1,22,7,19,12.35958247,0,0,0
36,1,17460,1,33,6,28,10.76,1,0,0
59,1,1144,0,12,6,9,21.88053098,0,0,0
59,1,1102,0,18,5,30,16.28640269,0,0,0
60,1,3204,1,28,6,29,2.06,0,0,0
58,0,1822,0,22,5,15,16.60169241,0,0,0
58,1,2901,0,16,6,23,10.25230999,0,0,0
58,1,2516,0,17,4,30,24.1693548,1,0,0
58,1,35188,1,6,7,13,28.08594812,0,0,0
59,0,8681,0,13,4,28,24.36442194,0,0,0
58,0,13362,0,25,5,22,19.72489519,0,0,0
58,1,1549,0,11,5,17,16.46172638,0,0,0
59,0,826,0,16,6,27,17.16448891,0,0,0
59,2,323,1,14,3,26,38.16994197,3,0,0
58,0,6135,0,21,6,22,28.82097947,0,0,0
59,1,2374,0,9,5,8,37.55674509,2,0,0
59,0,4545,0,29,5,8,8.427628796,0,0,0
58,1,6800,0,17,4,24,10.52812701,0,0,0
59,1,801,0,23,6,24,18.1285141,0,0,0
59,1,9564,0,14,5,11,39.10516736,1,0,0
59,1,899,0,37,7,33,10.2751272,0,0,0
58,1,3045,0,12,5,29,29.93147346,0,0,0
60,1,9104,0,32,5,13,11.35683135,1,0,0
59,0,4289,0,24,5,26,28.08352545,0,0,0
36,1,42981,1,38,5,23,25.14,1,0,0
58,2,1669,1,19,5,16,26.18159666,0,0,0
59,1,578,0,16,5,28,30.28959728,0,0,0
59,1,1484,0,5,7,23,33.9251172,0,0,0
58,0,2197,0,7,4,23,8.065342716,0,0,0
59,1,878,0,11,5,26,16.29567297,0,0,0
58,1,3414,1,21,7,24,26.90795596,0,0,0
59,1,16019,1,23,4,15,17.62148983,1,0,0
59,1,1253,0,21,5,22,17.55813942,0,0,0
59,1,8454,0,27,3,35,21.47533199,1,0,0
36,1,3229,3,46,6,26,23.55,0,0,0
59,1,28335,1,16,3,21,18.14124275,0,0,0
58,1,3942,0,20,7,22,35.05394115,0,0,0
59,0,3073,0,11,4,22,35.08500277,0,0,0
59,1,4495,0,25,6,33,34.3172622,0,0,0
59,1,3210,0,18,3,23,35.29957364,0,0,0
59,1,3661,0,18,7,24,26.00038175,0,0,0
59,0,928,0,22,5,24,25.12917291,0,0,0
59,2,8284,0,17,3,31,31.27216093,0,0,0
59,1,2890,0,17,6,26,20.75242596,0,0,0
59,1,236,0,24,7,24,15.20114636,1,0,0
59,0,2175,0,64,4,16,28.9273768,0,0,0
59,1,9294,0,9,3,5,20.51204651,0,0,0
59,1,3032,0,33,6,31,8.901510752,0,0,0
58,0,38406,0,19,5,17,22.30021862,2,0,0
59,1,10497,0,15,6,33,27.21582721,0,0,0
59,0,685,0,21,5,24,19.85745648,0,0,0
59,1,6319,0,27,7,34,27.10389525,0,0,0
59,0,7038,2,16,6,23,36.87012042,7,0,0
59,1,8891,0,11,7,22,4.945583607,0,0,0
58,2,7808,0,15,7,12,25.08697607,1,0,0
58,0,3003,0,12,6,26,22.90436852,0,0,0
59,1,6976,0,4,6,29,29.17252024,0,0,0
59,1,2869,0,10,6,28,20.2137505,0,0,0
59,1,8373,0,28,7,35,34.72950782,0,0,0
59,1,8714,0,26,3,9,16.70056795,1,0,0
59,0,19738,0,30,3,30,35.33280033,2,0,0
59,2,5177,2,21,5,32,34.78606784,0,0,0
58,0,7062,0,22,5,29,32.66186392,0,0,0
58,0,1594,0,21,6,24,18.00515025,0,0,0
58,1,3806,0,16,6,31,22.34403434,0,0,0
59,0,13324,0,21,5,27,12.11281035,0,0,0
59,1,4880,0,18,7,27,26.09406301,0,0,0
59,1,366,0,6,5,29,15.92932075,0,0,0
59,1,13034,0,8,4,28,35.2317891,0,0,0
60,1,6758,0,22,6,15,34.28081548,1,0,0
36,2,4403,0,8,4,19,32.96,0,0,0
58,1,5279,0,9,5,25,17.893968,0,0,0
59,2,6810,0,12,7,35,21.204516,0,0,0
58,0,885,0,12,6,29,11.43408816,0,0,0
58,1,1769,0,22,6,29,37.98301176,0,0,0
59,0,5662,0,20,3,24,32.56885864,0,0,0
58,0,3021,0,18,6,28,23.59277601,0,0,0
59,0,8330,0,33,5,31,37.56657797,1,0,0
59,1,14066,0,11,5,15,5.531864997,0,0,0
36,1,5181,1,50,7,33,28.43,0,0,0
59,0,11279,0,17,6,27,26.45112504,0,0,0
59,1,8441,0,18,5,29,11.89748102,0,0,0
36,1,26212,0,21,5,25,14.93,0,0,0
59,0,7298,0,13,3,19,23.64616919,0,0,0
58,0,2039,0,25,5,21,35.82906128,2,0,0
59,0,25417,0,15,5,19,22.25803792,0,0,0
58,1,16541,1,26,6,28,24.83413452,1,0,0
60,1,51862,1,25,3,13,31.8,0,0,0
59,1,11389,0,18,5,14,17.45142188,0,0,0
58,1,3581,0,15,5,19,16.05212789,0,0,0
59,1,4639,0,18,3,19,19.65284112,1,0,0
59,2,5186,0,13,5,22,7.403692324,0,0,0
58,1,467,0,11,7,25,31.73521427,0,0,0
59,2,1021,0,22,4,33,24.04096068,0,0,0
58,1,3957,0,37,4,5,26.6830973,0,0,0
59,1,5513,0,20,5,22,26.49874709,0,0,0
58,1,7815,0,7,6,8,14.32201454,1,0,0
58,0,8735,0,13,4,22,27.38638639,1,0,0
59,1,4253,0,20,6,23,33.12912872,0,0,0
59,1,436,0,15,7,34,32.83424186,0,0,0
59,1,13587,0,8,6,20,26.84715525,1,0,0
58,1,13236,1,13,6,24,18.95502684,0,0,0
59,1,5558,0,22,6,20,29.25921192,0,0,0
59,0,85,0,20,6,20,29.06556775,0,0,0
58,2,12310,2,18,4,31,20.2173708,0,0,0
59,0,7847,0,15,6,34,16.36774424,1,0,0
58,1,15283,0,20,7,22,38.53678233,0,0,0
59,1,2822,0,10,3,32,11.08523124,0,0,0
58,0,5854,0,5,7,28,20.27269484,0,0,0
59,1,1171,0,18,7,22,18.55856558,0,0,0
36,0,2425,1,16,5,24,26.74,7,0,0
59,1,3189,2,5,7,30,21.07118764,0,0,0
58,1,9736,0,51,5,30,6.363813081,2,0,0
58,1,2210,0,35,6,25,17.91293163,1,0,0
58,1,10275,0,15,5,22,27.12264285,0,0,0
58,0,3497,0,16,7,25,19.9049879,0,0,0
58,1,1181,0,20,4,18,24.15810078,2,0,0
36,0,4735,0,37,7,35,19.14,0,0,0
59,1,835,0,16,6,16,19.73315002,0,0,0
58,2,868,0,18,4,13,22.41660034,0,0,0
58,1,929,0,20,7,24,33.3797521,0,0,0
59,1,10904,0,35,7,13,25.30158104,1,0,0
59,1,15124,2,8,6,26,32.02171893,0,0,0
59,0,10715,0,15,6,27,13.3917573,0,0,0
59,1,13787,0,16,7,35,29.63444947,0,0,0
58,0,29921,0,10,5,24,16.22717756,1,0,0
58,1,3877,0,22,5,23,16.07255173,1,0,0
59,1,7330,0,12,6,24,17.35312473,0,0,0
59,1,5568,0,21,6,14,17.96007644,1,0,0
59,1,660,0,9,4,24,17.05071046,0,0,0
58,1,13215,0,18,5,14,37.25156536,1,0,0
59,1,485,0,20,6,26,18.87139058,0,0,0
58,1,2336,0,19,6,25,32.61982434,1,0,0
36,0,7144,3,16,5,22,33.66,0,0,0
36,2,9902,1,42,6,27,24.88,1,0,0
59,1,5377,2,20,6,24,37.91522371,0,0,0
58,0,298,0,20,5,18,19.91345993,0,0,0
59,2,1793,0,15,3,25,22.94399833,0,0,0
59,1,17332,0,10,4,27,22.59118229,0,0,0
58,0,1297,0,31,6,22,14.50310451,0,0,0
58,1,4176,0,19,7,18,27.87685537,1,0,0
58,0,11762,0,41,6,23,34.73606311,0,0,0
59,1,9531,0,9,5,23,35.33956298,3,0,0
59,1,6201,0,10,5,26,21.89277435,1,0,0
59,0,11232,0,23,6,25,24.74256545,0,0,0
59,0,6155,0,11,5,18,24.36983625,1,0,0
58,0,552,0,28,4,32,21.50049331,0,0,0
58,0,5606,2,18,5,16,31.81591981,0,0,0
58,1,4662,0,20,5,26,14.841634,0,0,0
58,2,8020,0,23,4,17,33.342672,0,0,0
59,1,3295,0,16,6,34,21.30210223,2,0,0
36,0,18658,0,18,5,25,33.92,0,0,0
59,0,10379,0,22,5,11,18.76645166,0,0,0
58,1,2338,0,5,6,32,20.42795472,0,0,0
58,0,10958,0,21,6,29,33.00935687,0,0,0
58,0,2060,0,9,4,11,15.65406377,0,0,0
58,0,6198,0,18,6,25,18.56478853,1,0,0
58,0,2216,0,6,2,7,21.19852149,1,0,0
58,1,8756,0,13,7,24,38.92923526,0,0,0
58,1,2155,0,6,4,24,28.71569747,0,0,0
59,0,2305,0,28,6,34,21.237245,0,0,0
59,2,1780,0,14,2,17,15.43047527,1,0,0
59,2,9972,0,8,2,17,30.97900142,0,0,0
59,2,1478,0,21,4,34,13.34039675,6,0,0
59,1,5375,1,17,7,32,10.86649646,0,0,0
59,2,9118,0,26,3,18,28.53956802,0,0,0
58,1,3704,0,28,4,21,14.75432713,0,0,0
59,1,1451,1,8,5,22,36.49253047,0,0,0
59,0,21245,0,27,6,19,18.38328859,0,0,0
59,2,7674,0,7,4,22,16.34991197,0,0,0
60,1,13167,0,17,5,22,18.11,0,0,0
60,1,18326,0,19,4,19,22.71,0,0,0
59,1,572,0,22,6,14,15.29575882,0,0,0
59,2,4760,0,27,6,23,29.89760817,0,0,0
59,1,2447,1,23,5,31,19.28780541,0,0,0
59,0,4519,0,22,7,29,22.36511023,0,0,0
59,1,2001,0,27,7,25,36.50652391,0,0,0
58,1,12132,0,20,7,15,10.91791696,0,0,0
58,1,2040,0,11,7,20,8.908260336,0,0,0
59,0,7986,0,47,7,19,15.62113711,0,0,0
59,0,2828,0,23,5,30,20.71905891,1,0,0
59,1,3005,0,17,5,32,38.54933924,0,0,0
59,0,1996,0,11,6,27,16.38767746,0,0,0
60,1,13663,0,43,4,17,28.74,0,0,0
58,0,1790,0,13,7,23,24.50427987,0,0,0
36,1,26740,0,29,6,27,22.21,0,0,0
36,0,12716,1,32,6,28,13.85,0,0,0
58,1,2208,0,20,6,13,16.17857479,0,0,0
59,1,11628,0,11,4,25,34.84250198,0,0,0
58,1,1690,0,5,6,34,29.24618031,0,0,0
60,1,457,0,5,7,22,14.06977013,1,0,0
58,1,2275,0,22,6,31,33.86416268,1,0,0
59,1,4587,0,15,5,19,15.47258955,0,0,0
58,1,24277,0,4,6,9,33.70648251,1,0,0
59,1,1202,0,12,7,26,21.21716786,0,0,0
59,1,6024,0,23,3,25,13.0761045,1,0,0
59,1,3093,0,22,6,31,32.40708354,0,0,0
59,0,15203,2,24,6,27,23.40124147,0,0,0
59,1,4462,0,14,3,13,21.33925745,1,0,0
36,1,14402,0,15,7,32,10.9,0,0,0
59,1,19639,0,21,6,16,32.04750791,0,0,0
59,1,5906,0,13,7,30,24.97053901,1,0,0
59,1,5004,2,20,6,19,30.78026469,0,0,0
59,1,29767,0,27,6,16,17.15382732,0,0,0
59,1,5986,0,20,5,17,20.97099276,0,0,0
59,1,8972,0,14,2,25,30.84473256,0,0,0
59,0,6057,0,22,6,19,16.32836186,0,0,0
58,0,8727,0,7,5,16,14.18682467,0,0,0
59,0,15736,0,25,5,12,17.13289133,0,0,0
36,0,14629,1,22,6,28,13.91,0,0,0
59,0,21312,0,7,6,18,29.72054767,0,0,0
59,1,9101,0,18,6,20,11.14829965,0,0,0
59,1,5376,0,16,1,12,37.45016722,1,0,0
58,1,2812,1,15,2,12,19.36840254,0,0,0
59,0,3406,2,28,6,22,21.19743178,0,0,0
59,1,62,0,28,7,9,10.22674028,0,0,0
59,1,1645,2,24,4,25,25.56711051,0,0,0
59,0,5711,0,18,7,28,9.232667246,0,0,0
59,2,1306,0,13,4,17,32.37139989,0,0,0
58,1,358,0,16,6,12,22.16335966,0,0,0
59,0,6704,0,17,3,27,15.87149281,0,0,0
59,1,7649,0,17,6,27,30.10226899,0,0,0
59,0,5862,0,29,4,10,21.27936906,0,0,0
36,1,35379,0,27,6,26,25.47,0,0,0
59,1,12860,0,4,5,25,21.37268144,0,0,0
36,1,12219,0,22,2,20,13.51209973,0,0,0
59,1,3178,1,18,7,22,20.21557113,0,0,0
58,1,6142,0,33,3,30,23.55876201,0,0,0
59,0,9770,0,33,7,35,31.44881953,0,0,0
59,1,2273,0,14,3,8,8.079515276,0,0,0
58,1,1008,0,17,3,20,18.79416879,0,0,0
59,1,8683,0,16,7,27,29.9894028,0,0,0
59,1,11173,0,17,5,28,27.36589868,0,0,0
59,1,1877,0,8,6,21,15.1967945,1,0,0
60,0,1049,0,9,4,28,20.87756124,0,0,0
59,0,11096,0,15,5,14,18.56572691,0,0,0
59,0,997,0,23,6,9,37.20217012,0,0,0
59,1,11425,0,16,6,27,13.81090939,0,0,0
59,1,2958,0,15,5,13,28.9084948,0,0,0
59,0,1352,0,15,3,25,32.69998636,1,0,0
58,0,425,0,27,6,24,32.83328575,0,0,0
59,0,16700,0,14,7,12,11.47113148,0,0,0
59,1,8807,0,22,6,33,22.39589282,1,0,0
58,1,589,0,9,5,7,35.71871911,0,0,0
36,0,19787,0,16,4,20,20.86,0,0,0
58,0,8736,0,13,5,28,37.21216708,0,0,0
58,0,7325,0,5,7,16,12.35768606,0,0,0
59,0,7787,0,35,6,21,10.53308895,0,0,0
58,1,13055,0,34,6,11,20.69633225,1,0,0
59,2,1988,0,20,5,17,16.44525831,1,0,0
36,1,36679,2,22,6,30,8.35,1,0,0
36,0,7763,0,9,6,18,27.36004252,0,0,0
36,1,6926,0,24,5,21,17.91,0,0,0
59,1,21761,1,15,6,34,20.1253786,0,0,0
59,1,6988,0,26,6,12,38.51332659,0,0,0
59,0,5262,0,25,5,14,28.133025,0,0,0
58,0,6928,0,7,6,27,35.45665847,0,0,0
59,1,5303,0,30,5,16,31.65905674,0,0,0
59,1,9610,0,32,4,25,10.62913656,0,0,0
58,2,8046,0,28,4,27,22.78507101,0,0,0
58,0,6211,0,23,7,29,30.49514943,0,0,0
59,1,5998,0,14,6,28,35.4857945,1,0,0
59,1,1257,0,23,7,3,12.3632434,0,0,0
59,1,19445,0,18,5,27,31.12487574,0,0,0
59,0,3236,0,23,4,34,39.14881263,0,0,0
59,1,2326,0,26,7,14,13.6612547,2,0,0
59,1,48893,0,9,5,8,13.65653937,0,0,0
58,1,3776,0,43,6,25,12.2663525,0,0,0
36,0,3528,0,9,4,16,14.22,0,0,0
58,0,3343,0,6,5,34,13.97606907,0,0,0
36,1,6336,2,48,5,25,19.09,0,0,0
59,0,12033,0,19,6,20,35.29614933,0,0,0
59,0,3982,0,19,6,13,12.6646415,2,0,0
59,0,843,0,6,5,30,29.27254684,0,0,0
59,1,8759,3,11,5,31,21.6137397,1,0,0
59,1,2224,0,9,3,32,13.08740693,0,0,0
59,0,30017,0,13,4,20,23.45484567,0,0,0
59,0,10548,1,18,3,16,13.49201149,0,0,0
59,1,7629,2,10,6,25,26.038177,0,0,0
58,1,2725,0,27,5,26,15.13270325,0,0,0
59,1,11887,0,30,7,14,25.32501042,1,0,0
59,1,5423,0,5,6,17,21.88261799,0,0,0
58,1,6771,0,7,6,16,31.01327946,1,0,0
59,1,9399,0,17,7,27,23.68161406,0,0,0
59,0,2924,0,18,6,20,15.79768139,0,0,0
59,1,2907,0,15,6,34,18.10019859,1,0,0
59,1,5190,0,12,7,34,17.12992198,6,0,0
59,1,6982,0,11,3,22,7.664109166,0,0,0
59,1,3811,0,11,6,12,33.92147633,0,0,0
58,1,6721,0,21,5,5,27.0946133,0,0,0
60,1,11092,0,37,5,25,14.21,0,0,0
58,0,2223,0,19,7,19,18.53234708,1,0,0
59,1,7228,0,7,3,33,21.25108872,0,0,0
60,0,12190,0,15,6,30,21.93,0,0,0
36,1,42764,1,42,6,27,18.23,0,0,0
59,1,15232,1,24,7,15,19.54199421,0,0,0
59,1,5481,0,17,3,23,22.33234305,0,0,0
59,1,4128,0,21,5,20,30.90413986,0,0,0
58,1,4690,1,16,5,9,24.0314366,0,0,0
58,0,2025,0,19,5,20,15.88969496,0,0,0
58,0,10474,0,23,5,20,38.09629944,0,0,0
58,2,2980,0,6,6,5,26.78594216,1,0,0
58,0,834,0,23,3,19,16.53459828,0,0,0
59,2,6797,0,27,4,24,28.85306273,0,0,0
60,1,37488,0,37,6,29,20.75480874,0,0,0
59,1,7087,0,28,5,29,21.55243132,2,0,0
59,1,9578,1,19,2,18,12.87835793,0,0,0
58,0,31,0,15,6,26,14.10910843,1,0,0
58,0,2467,0,7,4,31,36.32979006,0,0,0
59,0,13277,1,7,6,31,26.4217923,0,0,0
58,0,12654,0,13,5,13,13.68638454,0,0,0
59,1,10804,0,14,5,23,11.17489654,1,0,0
59,1,9215,0,22,6,17,27.78884508,0,0,0
36,0,2878,2,18,4,16,14.34,0,0,0
58,1,7840,0,54,6,28,12.14311506,0,0,0
59,1,4831,0,17,5,23,30.21614993,1,0,0
58,1,1051,0,25,6,30,32.63626076,0,0,0
59,2,5108,0,17,6,3,20.12546722,1,0,0
59,0,1355,0,16,6,20,17.28247165,2,0,0
58,1,2552,0,11,6,17,21.65900004,0,0,0
58,1,8295,0,16,6,15,15.48972696,0,0,0
59,0,13902,0,23,5,25,39.09902302,0,0,0
59,0,10006,0,17,3,4,28.01847672,0,0,0
58,0,448,0,25,5,23,34.50630102,0,0,0
36,0,18282,0,11,6,20,25.05816522,2,0,0
59,1,14105,0,14,7,27,21.19726227,0,0,0
59,1,14448,0,16,4,24,20.33191449,0,0,0
58,1,4097,0,20,5,25,19.19565775,0,0,0
59,2,6591,0,23,6,19,25.04496475,0,0,0
59,1,3593,0,16,5,27,24.83776166,0,0,0
59,0,12547,0,22,5,14,18.00406523,1,0,0
59,1,2173,0,23,7,15,13.82327988,0,0,0
58,2,2375,0,25,6,20,14.28884233,0,0,0
59,0,15379,0,32,4,24,24.60145688,1,0,0
59,0,17555,1,20,5,27,24.65788712,0,0,0
58,1,2048,2,20,5,24,21.69155638,0,0,0
59,0,9103,0,21,6,26,33.57506117,0,0,0
59,2,12368,1,28,4,17,8.807631291,0,0,0
58,0,2318,0,11,5,31,6.839531275,0,0,0
59,0,1817,0,14,5,29,16.01097129,0,0,0
59,0,8947,0,34,5,27,18.07297879,1,0,0
59,0,22223,0,27,7,28,24.82077635,0,0,0
58,1,5290,1,37,4,25,26.81637483,0,0,0
59,1,4651,0,19,5,28,8.117367448,0,0,0
59,2,4229,0,9,3,22,21.3926559,0,0,0
59,1,15561,0,10,3,14,28.49250061,1,0,0
59,1,35599,0,5,2,27,8.118787233,0,0,0
59,1,5551,0,18,7,20,9.200371408,0,0,0
58,0,12933,0,21,6,21,15.73228259,0,0,0
59,2,8414,0,20,3,21,24.46037649,0,0,0
59,0,2850,0,23,3,25,16.14518911,0,0,0
58,0,6545,0,24,2,15,37.68266393,0,0,0
59,0,5714,0,11,3,22,19.1867037,0,0,0
59,1,4945,1,30,6,31,20.17865446,0,0,0
59,2,9436,0,15,5,33,28.00450031,0,0,0
58,1,5706,0,30,7,6,29.70835886,0,0,0
59,0,19069,0,48,6,32,32.59849818,0,0,0
59,1,8109,0,12,5,27,18.75334565,0,0,0
58,1,8208,2,24,4,16,30.41309038,0,0,0
60,2,15146,0,29,4,18,21.42,0,0,0
58,0,313,0,23,5,23,31.58103751,0,0,0
59,1,2267,0,17,3,31,19.7294078,0,0,0
59,1,3922,0,23,4,29,32.10839472,0,0,0
58,0,644,0,11,5,23,21.40119788,0,0,0
59,2,7619,0,13,1,25,34.60030626,2,0,0
59,1,10831,0,23,7,15,22.80426293,2,0,0
59,1,4664,0,18,7,24,35.76610813,0,0,0
59,0,6559,0,19,5,20,19.4858914,1,0,0
60,1,34014,0,37,6,28,17.56,0,0,0
58,1,16262,0,24,5,35,17.29049035,0,0,0
58,2,7504,0,32,4,15,16.02589218,1,0,0
58,2,5418,0,26,2,28,21.71165277,0,0,0
58,1,5558,0,6,7,13,33.47353938,0,0,0
59,0,9441,1,31,6,33,30.70061862,0,0,0
58,0,9278,0,19,6,27,11.2184272,0,0,0
59,1,11484,0,18,6,34,26.02802105,1,0,0
59,0,215,0,12,6,18,38.96029086,0,0,0
59,0,9068,0,12,4,16,34.08487176,0,0,0
59,0,20929,0,26,4,34,33.01570156,0,0,0
59,1,2117,0,19,5,24,22.21882257,1,0,0
